unit,vehicle,serial_no,description,axle_position,measure_date,pan_size,since
221131,60481,B3857.13,POWERED WHEELSET HVP A/B/C (ROT),3,23/10/2017,819.61,1201895
221127,60377,B2431.67,POWERED WHEELSET HVP A/B/C (ROT),2,17/03/2017,860.42,186392
221137,60787,B6053.19,POWERED WHEELSET HVP A/B/C (ROT),3,05/04/2017,860.79,1235411
221115,60865,B7635.29,POWERED WHEELSET HVP A/B/C (ROT),3,18/06/2017,822.4,1296926
221108,60858,B5373.14,POWERED WHEELSET HVP A/B/C (ROT),3,09/10/2017,852.15,243985
221131,60781,B1722.14,POWERED WHEELSET HVP A/B/C (ROT),2,08/06/2017,837.16,1173157
221118,60368,B3144.10,POWERED WHEELSET HVP A/B/C (ROT),3,13/03/2017,860.94,1171760
221109,60959,B3857.42,POWERED WHEELSET HVP A/B/C (ROT),2,15/07/2017,852,1213709
221114,60764,M66040164,TRAILING WHEELSET HVP A/B/C (ROT),4,28/05/2017,850,224199
221126,60876,M66040174,TRAILING WHEELSET HVP A/B/C (ROT),4,18/10/2017,812.6,#N/A
221135,60785,B6372.43,TRAILING WHEELSET HVP A/B/C (ROT),1,17/08/2017,833.53,#N/A
221139,60889,M66040279,TRAILING WHEELSET HVP A/B/C (ROT),4,21/01/2017,839.36,364236
221112,60762,M66040277,TRAILING WHEELSET HVP A/B/C (ROT),1,15/05/2017,849.87,155984
221120,60470,M66040013,TRAILING WHEELSET HVP A/B/C (ROT),1,20/01/2017,815.72,120503
221144,60990,M66040118,TRAILING WHEELSET HVP A/B/C (ROT),4,03/08/2017,836.29,#N/A
221122,60872,M66040083,TRAILING WHEELSET HVP A/B/C (ROT),4,19/07/2016,818.72,6852
221116,60866,M66040068,TRAILING WHEELSET HVP A/B/C (ROT),1,17/09/2017,852.06,291417
221132,60782,M66040012,TRAILING WHEELSET HVP A/B/C (ROT),4,05/09/2016,819.17,#N/A
221110,60860,B1138.64,TRAILING WHEELSET HVP A/B/C (ROT),1,01/07/2017,821.58,#N/A
221106,60956,M66040300,TRAILING WHEELSET HVP A/B/C (ROT),4,21/08/2017,851.9,308949
221103,60953,B3589.71,TRAILING WHEELSET HVP A/B/C (ROT),1,27/08/2017,822.19,#N/A
221112,60962,B7650.35,TRAILING WHEELSET HVP A/B/C (ROT),4,13/04/2017,860.72,163881
221112,60962,M66040261,TRAILING WHEELSET HVP A/B/C (ROT),1,15/05/2017,849.5,156806
221118,60868,B6944.39,TRAILING WHEELSET HVP A/B/C (ROT),1,24/09/2017,851.14,346251
221116,60366,M66040094,TRAILING WHEELSET HVP A/B/C (ROT),4,08/02/2017,810.18,170298
221104,60354,B3589.21,TRAILING WHEELSET HVP A/B/C (ROT),1,01/05/2017,812.47,181515
221104,60354,B1138.89,TRAILING WHEELSET HVP A/B/C (ROT),4,05/03/2017,851.13,381209
221104,60754,B6944.44,TRAILING WHEELSET HVP A/B/C (ROT),4,06/05/2017,836.25,145633
221114,60364,M66040069,TRAILING WHEELSET HVP A/B/C (ROT),4,28/05/2017,851.64,350910
221138,60888,M66040204,TRAILING WHEELSET HVP A/B/C (ROT),1,11/11/2017,823.23,0
221104,60754,B1138.78,TRAILING WHEELSET HVP A/B/C (ROT),1,25/06/2017,852.77,338326
221105,60855,B6372.83,TRAILING WHEELSET HVP A/B/C (ROT),1,06/08/2017,851.64,266459
221109,60759,B6372.71,TRAILING WHEELSET HVP A/B/C (ROT),4,22/09/2017,829.17,130122
221106,60456,B6944.5,TRAILING WHEELSET HVP A/B/C (ROT),4,14/10/2016,860.63,310892
221101,60851,M66040260,TRAILING WHEELSET HVP A/B/C (ROT),4,19/11/2017,848,141554
221106,60456,B3590.14,TRAILING WHEELSET HVP A/B/C (ROT),1,02/04/2017,830.44,182875
221108,60358,M66040302,TRAILING WHEELSET HVP A/B/C (ROT),4,11/07/2017,850.32,298648
220013,60313,M66060006,TRAILING LGUARDWHEELSET B5005  (ROT),1,02/06/2017,780.54,124200
220032,60432,M66060126,TRAILING WHEELSET B5005 A/B (ROT),4,02/06/2017,780.55,116543
221130,60480,M66040324,TRAILING WHEELSET HVP A/B/C (ROT),4,02/06/2017,860.63,116236
221139,60989,B7650.12,TRAILING WHEELSET HVP A/B/C (ROT),4,02/06/2017,860.63,118895
221134,60884,B7650.52,TRAILING WHEELSET HVP A/B/C (ROT),1,21/10/2016,860.65,301143
221107,60857,B6944.47,TRAILING WHEELSET HVP A/B/C (ROT),1,23/08/2017,835.08,208733
221109,60359,M66040244,TRAILING WHEELSET HVP A/B/C (ROT),1,28/07/2017,821.18,130122
221108,60458,B1138.66,TRAILING WHEELSET HVP A/B/C (ROT),4,17/09/2017,830,151855
221134,60484,M66040004,TRAILING WHEELSET HVP A/B/C (ROT),1,15/11/2016,816.45,34281
220001,60201,M66000123,POWER WHEELSET B5005  (ROT),2,03/02/2017,780.52,214867
220001,60201,E9551.32,POWER WHEELSET B5005  (ROT),3,03/02/2017,780.44,214867
220002,60202,M66000140R,POWER WHEELSET B5005  (ROT),3,03/02/2017,780.5,195544
221114,60464,B6372.47,TRAILING WHEELSET HVP A/B/C (ROT),4,03/02/2017,860.61,224199
221144,60794,B7650.20,TRAILING WHEELSET HVP A/B/C (ROT),4,03/02/2017,860.63,#N/A
221107,60957,B4568.18,TRAILING WHEELSET HVP A/B/C (ROT),4,14/06/2016,812.29,#N/A
221136,60886,M66040157,TRAILING WHEELSET HVP A/B/C (ROT),4,10/06/2017,851.46,373525
221128,60778,B7650.79,TRAILING WHEELSET HVP A/B/C (ROT),4,07/01/2017,822.32,#N/A
221102,60352,B6372.31,TRAILING WHEELSET HVP A/B/C (ROT),1,05/02/2017,830.61,#N/A
221109,60359,M66040190,TRAILING WHEELSET HVP A/B/C (ROT),4,28/07/2017,814.4,#N/A
221137,60787,M66040188,TRAILING WHEELSET HVP A/B/C (ROT),1,14/12/2016,832.52,#N/A
221103,60853,B1138.74,TRAILING WHEELSET HVP A/B/C (ROT),4,12/11/2017,840.15,#N/A
221135,60985,B7650.81,TRAILING WHEELSET HVP A/B/C (ROT),4,14/11/2016,823.56,33616
221123,60373,M66040269,TRAILING WHEELSET HVP A/B/C (ROT),4,09/09/2017,844.15,431223
221140,60790,M66040175,TRAILING WHEELSET HVP A/B/C (ROT),4,03/08/2017,848.2,102332
221124,60874,M66040065,TRAILING WHEELSET HVP A/B/C (ROT),1,19/09/2016,860.34,234243
221135,60885,M66040148,TRAILING WHEELSET HVP A/B/C (ROT),4,28/12/2016,817.07,60134
221142,60992,M66040262,TRAILING WHEELSET HVP A/B/C (ROT),4,26/06/2017,852.4,193059
221143,60994,M66040114,TRAILING WHEELSET HVP A/B/C (ROT),4,08/01/2017,838.42,193058
221123,60773,B7650.19,TRAILING WHEELSET HVP A/B/C (ROT),4,09/11/2016,860.58,#N/A
221130,60780,M66040298,TRAILING WHEELSET HVP A/B/C (ROT),4,12/02/2017,848.67,298436
221119,60369,M66040166,TRAILING WHEELSET HVP A/B/C (ROT),1,02/07/2017,827.47,350001
221111,60861,B6372.21,TRAILING WHEELSET HVP A/B/C (ROT),4,31/07/2017,852.28,266456
221113,60963,M66040045,TRAILING WHEELSET HVP A/B/C (ROT),1,23/01/2017,860.67,237057
221129,60479,M66040167,TRAILING WHEELSET HVP A/B/C (ROT),4,08/12/2016,816.7,#N/A
221118,60368,M66040278,TRAILING WHEELSET HVP A/B/C (ROT),4,19/03/2017,851.73,180016
221130,60980,M66040129,TRAILING WHEELSET HVP A/B/C (ROT),1,08/02/2017,847.73,297630
221123,60773,M66040163,TRAILING WHEELSET HVP A/B/C (ROT),1,13/04/2016,820.88,#N/A
221135,60485,M66040286,TRAILING WHEELSET HVP A/B/C (ROT),1,03/08/2017,828.86,358196
221119,60469,M66040115,TRAILING WHEELSET HVP A/B/C (ROT),1,02/07/2017,832.32,102641
221113,60763,M66040270,TRAILING WHEELSET HVP A/B/C (ROT),1,05/03/2017,850.96,#N/A
221121,60771,M66040048,TRAILING WHEELSET HVP A/B/C (ROT),1,19/09/2017,824.45,88514
221102,60852,M66040299,TRAILING WHEELSET HVP A/B/C (ROT),1,30/07/2017,853,307690
221130,60480,B6944.28,TRAILING WHEELSET HVP A/B/C (ROT),1,09/06/2017,860.7,116236
221119,60969,B6372.30,TRAILING WHEELSET HVP A/B/C (ROT),4,03/11/2017,820.75,#N/A
220022,60722,M66000332RG,POWER WHEELSET B5005  (ROT),2,20/10/2017,780.54,16694
221137,60787,M66040319,TRAILING WHEELSET HVP A/B/C (ROT),4,20/10/2017,853.98,18161
221137,60987,M66040202,TRAILING WHEELSET HVP A/B/C (ROT),4,20/10/2017,860.75,18161
221117,60367,B6372.39,TRAILING WHEELSET HVP A/B/C (ROT),4,21/10/2017,847.9,157924
221141,60791,M66040294,TRAILING WHEELSET HVP A/B/C (ROT),1,03/05/2017,850.09,274871
221126,60476,B7650.39,TRAILING WHEELSET HVP A/B/C (ROT),4,12/01/2017,821,#N/A
221131,60881,B3589.66,TRAILING WHEELSET HVP A/B/C (ROT),4,18/04/2017,848.58,#N/A
221111,60961,M66040084,TRAILING WHEELSET HVP A/B/C (ROT),1,30/04/2017,821.02,179403
221131,60981,B4568.16,TRAILING WHEELSET HVP A/B/C (ROT),1,18/04/2017,849,409357
221129,60879,M66040229,TRAILING WHEELSET HVP A/B/C (ROT),4,03/05/2017,842.73,#N/A
221134,60984,M66040281,TRAILING WHEELSET HVP A/B/C (ROT),4,06/07/2016,860.8,#N/A
221135,60785,M66040259,TRAILING WHEELSET HVP A/B/C (ROT),4,14/11/2017,836.83,#N/A
221118,60468,B7650.15,TRAILING WHEELSET HVP A/B/C (ROT),4,24/09/2017,839.31,140302
221120,60470,B1138.87,TRAILING WHEELSET HVP A/B/C (ROT),4,13/10/2017,860.68,15289
221120,60870,B6944.72,TRAILING WHEELSET HVP A/B/C (ROT),4,13/10/2017,860.84,#N/A
221120,60970,M66040060,TRAILING WHEELSET HVP A/B/C (ROT),1,13/10/2017,860.79,15289
221126,60376,M66040331,TRAILING WHEELSET HVP A/B/C (ROT),1,13/10/2017,855.19,20215
221131,60981,B3590.7,TRAILING WHEELSET HVP A/B/C (ROT),4,13/10/2017,860.57,12821
221141,60991,M66040332,TRAILING WHEELSET HVP A/B/C (ROT),1,13/10/2017,856.17,20694
221138,60888,M66040308,TRAILING WHEELSET HVP A/B/C (ROT),4,11/08/2017,851.95,277449
221103,60953,B6372.40,TRAILING WHEELSET HVP A/B/C (ROT),4,12/11/2017,844.07,#N/A
221128,60978,B6944.33,TRAILING WHEELSET HVP A/B/C (ROT),1,19/06/2017,848.05,350928
221123,60973,M66040001,TRAILING WHEELSET HVP A/B/C (ROT),1,03/01/2017,845.14,323064
221116,60966,M66040116,TRAILING WHEELSET HVP A/B/C (ROT),4,23/04/2017,822.57,169097
221137,60387,M66040106,TRAILING WHEELSET HVP A/B/C (ROT),4,15/03/2017,848.18,#N/A
221108,60958,M66040266,TRAILING WHEELSET HVP A/B/C (ROT),1,20/03/2017,850.98,151855
221117,60967,B6372.75,TRAILING WHEELSET HVP A/B/C (ROT),1,12/08/2017,838.85,166615
221142,60792,B6372.28,TRAILING WHEELSET HVP A/B/C (ROT),1,24/09/2017,839.09,193059
221142,60392,M66040187,TRAILING WHEELSET HVP A/B/C (ROT),1,03/03/2017,860.41,193059
221102,60952,B4568.14,TRAILING WHEELSET HVP A/B/C (ROT),1,09/11/2016,828.51,107727
221127,60477,B6372.53,TRAILING WHEELSET HVP A/B/C (ROT),4,10/04/2016,820.53,#N/A
221133,60883,B3589.72,TRAILING WHEELSET HVP A/B/C (ROT),1,08/03/2017,834.21,#N/A
221125,60475,M66040252,TRAILING WHEELSET HVP A/B/C (ROT),4,20/07/2017,836.22,84758
221108,60858,M66040141,TRAILING WHEELSET HVP A/B/C (ROT),4,09/10/2017,852.03,257920
221131,60481,B6944.31,TRAILING WHEELSET HVP A/B/C (ROT),4,10/11/2016,818.85,#N/A
221143,60393,M66040063,TRAILING WHEELSET HVP A/B/C (ROT),4,05/11/2017,852.8,269487
221112,60362,M66040205,TRAILING WHEELSET HVP A/B/C (ROT),4,17/11/2017,850.78,219913
221102,60452,M66040251,TRAILING WHEELSET HVP A/B/C (ROT),1,02/08/2017,842.24,189345
221143,60994,M66040161,TRAILING WHEELSET HVP A/B/C (ROT),1,13/11/2016,834.04,193058
221103,60453,M66040216,TRAILING WHEELSET HVP A/B/C (ROT),4,23/01/2017,819.04,217236
221141,60391,M66040172,TRAILING WHEELSET HVP A/B/C (ROT),1,04/08/2017,836.24,302209
221121,60471,M66040026,TRAILING WHEELSET HVP A/B/C (ROT),4,28/05/2017,849.24,#N/A
221108,60758,B3589.17,TRAILING WHEELSET HVP A/B/C (ROT),4,17/09/2017,822,151855
221103,60353,M66040022,TRAILING WHEELSET HVP A/B/C (ROT),1,23/07/2017,836,#N/A
221129,60979,B6372.74,TRAILING WHEELSET HVP A/B/C (ROT),4,12/04/2017,832.94,#N/A
221128,60378,M66040288,TRAILING WHEELSET HVP A/B/C (ROT),1,12/09/2017,823.88,350928
220019,60219,M66000311RG,POWER WHEELSET B5005  (ROT),2,12/12/2016,780.41,259023
221137,60887,M66040313,TRAILING WHEELSET HVP A/B/C (ROT),1,12/12/2016,860.56,249986
221129,60879,B3589.29,TRAILING WHEELSET HVP A/B/C (ROT),1,13/06/2017,848.81,331292
220007,60307,M66000314RG,POWER SANDER WHEELSET B5005  (ROT),3,24/02/2017,780.57,154462
220008,60408,M66060232G,TRAILING WHEELSET B5005 A/B (ROT),4,24/02/2017,780.41,201271
221110,60760,M66040317,TRAILING WHEELSET HVP A/B/C (ROT),1,24/02/2017,860.65,206475
221107,60457,M66040236,TRAILING WHEELSET HVP A/B/C (ROT),4,23/04/2017,838.24,129961
221108,60858,B4568.4,TRAILING WHEELSET HVP A/B/C (ROT),1,26/03/2017,846,151855
221134,60784,M66040215,TRAILING WHEELSET HVP A/B/C (ROT),1,24/10/2016,827.08,#N/A
221136,60786,M66040020,TRAILING WHEELSET HVP A/B/C (ROT),4,12/09/2017,837.03,#N/A
221110,60360,B3589.56,TRAILING WHEELSET HVP A/B/C (ROT),4,19/03/2017,850,206475
221124,60774,M66040181,TRAILING WHEELSET HVP A/B/C (ROT),1,10/02/2017,831.87,22268
221140,60890,M66040011,TRAILING WHEELSET HVP A/B/C (ROT),1,03/08/2017,851.81,270909
221132,60982,M66040008,TRAILING WHEELSET HVP A/B/C (ROT),1,07/04/2017,817.01,#N/A
221115,60765,M66040079,TRAILING WHEELSET HVP A/B/C (ROT),1,18/06/2017,828.98,186299
221127,60877,M66040233,TRAILING WHEELSET HVP A/B/C (ROT),4,25/06/2017,838.91,#N/A
221107,60457,M66040135,TRAILING WHEELSET HVP A/B/C (ROT),1,04/06/2017,839,208733
221110,60960,M66040253,TRAILING WHEELSET HVP A/B/C (ROT),4,13/10/2017,824.39,104684
221126,60976,B7650.55,TRAILING WHEELSET HVP A/B/C (ROT),4,15/10/2016,846.93,#N/A
221119,60869,M66040316,TRAILING WHEELSET HVP A/B/C (ROT),4,03/11/2017,849.38,200531
221140,60890,M66040220,TRAILING WHEELSET HVP A/B/C (ROT),4,05/05/2017,829.86,#N/A
221104,60454,B6944.10,TRAILING WHEELSET HVP A/B/C (ROT),1,25/06/2017,821.96,143522
221109,60459,B6372.27,TRAILING WHEELSET HVP A/B/C (ROT),1,04/07/2017,848.63,293068
221106,60356,B4568.77,TRAILING WHEELSET HVP A/B/C (ROT),4,18/10/2017,848.9,256209
221113,60463,M66040271,TRAILING WHEELSET HVP A/B/C (ROT),4,05/03/2017,851.74,#N/A
221131,60481,M66040247,TRAILING WHEELSET HVP A/B/C (ROT),1,10/11/2016,825.08,#N/A
221122,60972,M66040297,TRAILING WHEELSET HVP A/B/C (ROT),4,07/10/2016,860.23,299800
221124,60774,B7650.48,TRAILING WHEELSET HVP A/B/C (ROT),4,07/10/2016,860.1,285944
221127,60477,B7650.50,TRAILING WHEELSET HVP A/B/C (ROT),1,04/04/2017,841.17,#N/A
221125,60875,M66040196,TRAILING WHEELSET HVP A/B/C (ROT),1,25/01/2017,822.33,84758
221105,60755,M66040091,TRAILING WHEELSET HVP A/B/C (ROT),4,21/05/2017,823,139595
221129,60779,B4568.58,TRAILING WHEELSET HVP A/B/C (ROT),4,08/12/2016,829.34,#N/A
221101,60851,M66040089,TRAILING WHEELSET HVP A/B/C (ROT),1,19/11/2017,855,171728
221104,60854,M66040258,TRAILING WHEELSET HVP A/B/C (ROT),1,06/05/2017,849.94,145633
221102,60452,M66040250,TRAILING WHEELSET HVP A/B/C (ROT),4,15/01/2017,850.86,189345
221139,60889,M66040307,TRAILING WHEELSET HVP A/B/C (ROT),1,12/03/2017,846.82,272926
221107,60757,B6372.5,TRAILING WHEELSET HVP A/B/C (ROT),1,23/08/2017,827.21,103799
221126,60876,M66040169,TRAILING WHEELSET HVP A/B/C (ROT),1,15/04/2017,831.72,#N/A
221134,60384,M66040173,TRAILING WHEELSET HVP A/B/C (ROT),4,23/04/2017,817.22,#N/A
221119,60769,B1138.60,TRAILING WHEELSET HVP A/B/C (ROT),1,01/08/2017,852.47,102641
221132,60882,M66040087,TRAILING WHEELSET HVP A/B/C (ROT),1,05/01/2017,847.61,#N/A
221131,60881,M66040222,TRAILING WHEELSET HVP A/B/C (ROT),1,14/04/2017,818.38,#N/A
221114,60964,B6372.69,TRAILING WHEELSET HVP A/B/C (ROT),4,01/07/2017,809.46,224199
221137,60987,B1138.86,TRAILING WHEELSET HVP A/B/C (ROT),1,15/06/2017,839.04,#N/A
221113,60863,B7650.2,TRAILING WHEELSET HVP A/B/C (ROT),4,29/10/2017,847,#N/A
221142,60992,M66040296,TRAILING WHEELSET HVP A/B/C (ROT),1,25/09/2017,850.4,321164
221114,60864,M66040264,TRAILING WHEELSET HVP A/B/C (ROT),4,08/01/2017,852,224199
221113,60863,M66040225,TRAILING WHEELSET HVP A/B/C (ROT),1,08/08/2017,831.2,197468
221101,60951,B4568.51,TRAILING WHEELSET HVP A/B/C (ROT),4,19/11/2017,820,171728
221123,60473,B7650.63,TRAILING WHEELSET HVP A/B/C (ROT),4,18/02/2017,814.21,#N/A
221140,60490,M66040249,TRAILING WHEELSET HVP A/B/C (ROT),4,11/06/2017,837.47,6011
221127,60977,B6944.14,TRAILING WHEELSET HVP A/B/C (ROT),1,05/07/2016,833.62,#N/A
221134,60984,M66040295,TRAILING WHEELSET HVP A/B/C (ROT),1,30/09/2016,860.18,314903
221129,60479,M66040192,TRAILING WHEELSET HVP A/B/C (ROT),1,13/06/2017,827.54,181087
221132,60882,M66040304,TRAILING WHEELSET HVP A/B/C (ROT),4,31/10/2016,860.52,284398
221140,60490,M66040080,TRAILING WHEELSET HVP A/B/C (ROT),1,23/05/2016,820.56,#N/A
221133,60783,M66040064,TRAILING WHEELSET HVP A/B/C (ROT),4,01/12/2016,849.9,#N/A
221105,60355,B7650.80,TRAILING WHEELSET HVP A/B/C (ROT),4,12/11/2017,852.28,229983
221139,60389,B6372.6,TRAILING WHEELSET HVP A/B/C (ROT),4,19/03/2017,834.92,#N/A
221106,60956,M66040016,TRAILING WHEELSET HVP A/B/C (ROT),1,05/02/2017,849.07,182875
221115,60365,M66040081,TRAILING WHEELSET HVP A/B/C (ROT),1,01/01/2017,839.37,185309
221112,60362,M66040246,TRAILING WHEELSET HVP A/B/C (ROT),1,17/11/2017,839.37,155984
221143,60793,M66040145,TRAILING WHEELSET HVP A/B/C (ROT),1,02/04/2017,853.12,201274
221116,60766,M66040272,TRAILING WHEELSET HVP A/B/C (ROT),1,26/02/2017,853,142197
221113,60363,M66040047,TRAILING WHEELSET HVP A/B/C (ROT),1,29/10/2017,852,237057
221144,60394,M66040085,TRAILING WHEELSET HVP A/B/C (ROT),1,06/10/2017,860.58,#N/A
221144,60394,M66040090,TRAILING WHEELSET HVP A/B/C (ROT),4,06/10/2017,860.51,#N/A
221144,60494,M66040184,TRAILING WHEELSET HVP A/B/C (ROT),1,06/10/2017,860.55,#N/A
221144,60494,M66040195,TRAILING WHEELSET HVP A/B/C (ROT),4,06/10/2017,860.68,#N/A
221137,60487,M66040228,TRAILING WHEELSET HVP A/B/C (ROT),4,14/12/2016,848.93,#N/A
221101,60751,M66040291,TRAILING WHEELSET HVP A/B/C (ROT),1,19/11/2017,853,240588
221109,60459,M66040274,TRAILING WHEELSET HVP A/B/C (ROT),4,04/07/2017,852.75,#N/A
220032,60432,M66000312RG,POWER SANDER WHEELSET B5005  (ROT),3,13/02/2017,780.53,195155
221130,60780,M66040014,TRAILING WHEELSET HVP A/B/C (ROT),1,13/02/2017,860.57,211327
221103,60353,B6372.60,TRAILING WHEELSET HVP A/B/C (ROT),4,12/11/2017,840.65,#N/A
221112,60862,M66040123,TRAILING WHEELSET HVP A/B/C (ROT),4,16/08/2017,836.15,194367
221136,60486,M66040263,TRAILING WHEELSET HVP A/B/C (ROT),1,15/08/2017,828.89,#N/A
221130,60980,M66040007,TRAILING WHEELSET HVP A/B/C (ROT),4,11/03/2017,849.72,186404
221121,60771,B7650.57,TRAILING WHEELSET HVP A/B/C (ROT),4,03/07/2016,820.04,143305
221118,60368,B6372.23,TRAILING WHEELSET HVP A/B/C (ROT),1,29/09/2017,860.52,37625
221139,60989,M66040171,TRAILING WHEELSET HVP A/B/C (ROT),1,29/09/2017,860.28,35206
221134,60884,B3589.35,TRAILING WHEELSET HVP A/B/C (ROT),4,17/06/2017,826.57,29100
221114,60464,M66040100,TRAILING WHEELSET HVP A/B/C (ROT),1,02/11/2017,847.87,223826
221113,60463,B4568.23,TRAILING WHEELSET HVP A/B/C (ROT),1,29/10/2017,852,237057
221136,60786,B7650.84,TRAILING WHEELSET HVP A/B/C (ROT),1,14/03/2017,848.72,#N/A
221131,60781,B1138.56,TRAILING WHEELSET HVP A/B/C (ROT),4,22/06/2016,816.4,12821
221108,60358,M66040179,TRAILING WHEELSET HVP A/B/C (ROT),1,16/04/2017,844.87,#N/A
221143,60793,M66040139,TRAILING WHEELSET HVP A/B/C (ROT),4,02/04/2017,853.63,201274
221120,60870,B6944.76,TRAILING WHEELSET HVP A/B/C (ROT),1,18/09/2017,851.75,225127
221130,60380,M66040156,TRAILING WHEELSET HVP A/B/C (ROT),1,09/06/2017,860.57,116236
221121,60971,B3589.59,TRAILING WHEELSET HVP A/B/C (ROT),1,19/09/2017,830.04,88514
221128,60878,M66040136,TRAILING WHEELSET HVP A/B/C (ROT),4,12/09/2017,851.44,273858
221110,60860,M66040132,TRAILING WHEELSET HVP A/B/C (ROT),4,07/07/2017,843.22,206475
221119,60469,M66040076,TRAILING WHEELSET HVP A/B/C (ROT),4,02/07/2017,818.37,#N/A
221144,60990,B3589.4,TRAILING WHEELSET HVP A/B/C (ROT),1,03/02/2017,813.85,#N/A
221124,60874,M66040223,TRAILING WHEELSET HVP A/B/C (ROT),4,22/03/2017,826.62,22268
221125,60375,M66040280,TRAILING WHEELSET HVP A/B/C (ROT),1,18/03/2017,845.12,376988
221121,60371,B4568.42,TRAILING WHEELSET HVP A/B/C (ROT),4,19/09/2017,820.15,88514
221117,60867,M66040017,TRAILING WHEELSET HVP A/B/C (ROT),4,11/06/2017,850.49,157924
221111,60461,B1138.45,TRAILING WHEELSET HVP A/B/C (ROT),1,31/03/2017,819.32,180409
221106,60756,B6944.46,TRAILING WHEELSET HVP A/B/C (ROT),1,16/01/2017,847.36,182875
221122,60972,M66040265,TRAILING WHEELSET HVP A/B/C (ROT),1,05/07/2017,850.37,368303
221131,60381,M66040203,TRAILING WHEELSET HVP A/B/C (ROT),4,28/02/2017,841.18,12821
221105,60855,M66040074,TRAILING WHEELSET HVP A/B/C (ROT),4,15/11/2016,821.11,38982
221104,60954,B1138.69,TRAILING WHEELSET HVP A/B/C (ROT),4,01/05/2017,852.14,338326
221136,60486,B3589.43,TRAILING WHEELSET HVP A/B/C (ROT),4,12/09/2017,820.52,129912
221125,60375,M66040151,TRAILING WHEELSET HVP A/B/C (ROT),4,21/07/2017,820.22,#N/A
221133,60983,B4568.44,TRAILING WHEELSET HVP A/B/C (ROT),4,06/03/2017,821.58,#N/A
221143,60993,B4568.68,TRAILING WHEELSET HVP A/B/C (ROT),1,02/04/2017,855.78,#N/A
221117,60767,M66040010,TRAILING WHEELSET HVP A/B/C (ROT),4,12/08/2017,833.8,157924
221105,60455,M66040133,TRAILING WHEELSET HVP A/B/C (ROT),1,06/08/2017,814.92,139595
221108,60958,M66040042,TRAILING WHEELSET HVP A/B/C (ROT),4,17/09/2017,818,151855
221142,60392,B3589.62,TRAILING WHEELSET HVP A/B/C (ROT),4,13/11/2016,834.5,#N/A
221103,60853,M66040268,TRAILING WHEELSET HVP A/B/C (ROT),1,12/11/2017,841.27,#N/A
221120,60770,M66040218,TRAILING WHEELSET HVP A/B/C (ROT),4,23/06/2017,838.32,15289
221138,60788,B7650.41,TRAILING WHEELSET HVP A/B/C (ROT),4,11/05/2017,836.2,0
221110,60460,M66040318,TRAILING WHEELSET HVP A/B/C (ROT),4,13/10/2017,849.38,206475
221130,60880,B7650.44,TRAILING WHEELSET HVP A/B/C (ROT),4,22/01/2017,824,212380
221101,60451,M66040117,TRAILING WHEELSET HVP A/B/C (ROT),4,20/08/2017,822.59,#N/A
221141,60491,M66040292,TRAILING WHEELSET HVP A/B/C (ROT),1,03/05/2017,849.22,308479
221116,60466,M66040086,TRAILING WHEELSET HVP A/B/C (ROT),1,08/10/2017,822.22,142197
221141,60991,B3589.14,TRAILING WHEELSET HVP A/B/C (ROT),4,28/01/2017,821.09,101771
221117,60867,M66040210,TRAILING WHEELSET HVP A/B/C (ROT),1,12/08/2017,855.41,273623
221102,60952,M66040138,TRAILING WHEELSET HVP A/B/C (ROT),4,02/05/2017,853.46,#N/A
221105,60455,B1138.53,TRAILING WHEELSET HVP A/B/C (ROT),4,17/10/2017,838.02,139595
221143,60493,B3589.77,TRAILING WHEELSET HVP A/B/C (ROT),1,11/03/2017,823.09,#N/A
221140,60790,M66040062,TRAILING WHEELSET HVP A/B/C (ROT),1,18/04/2017,833.42,6011
221118,60468,M66040248,TRAILING WHEELSET HVP A/B/C (ROT),1,11/06/2017,822,140302
221138,60988,M66040287,TRAILING WHEELSET HVP A/B/C (ROT),4,11/05/2017,852.27,354332
221124,60374,B3589.57,TRAILING WHEELSET HVP A/B/C (ROT),1,11/07/2017,819.81,22268
221101,60751,M66040289,TRAILING WHEELSET HVP A/B/C (ROT),4,03/09/2017,852,330677
221102,60752,M66040240,TRAILING WHEELSET HVP A/B/C (ROT),4,06/11/2016,849.82,189345
221102,60752,M66040301,TRAILING WHEELSET HVP A/B/C (ROT),1,14/10/2016,860.53,307690
221122,60472,B1138.58,TRAILING WHEELSET HVP A/B/C (ROT),4,05/07/2017,851.24,311840
221113,60363,M66040306,TRAILING WHEELSET HVP A/B/C (ROT),4,29/10/2017,849,301851
221132,60982,M66040096,TRAILING WHEELSET HVP A/B/C (ROT),4,31/08/2017,852.12,122361
221108,60758,B4568.15,TRAILING WHEELSET HVP A/B/C (ROT),1,17/09/2017,847,363190
221106,60756,B1138.48,TRAILING WHEELSET HVP A/B/C (ROT),4,18/02/2017,817.45,36242
221112,60762,M66040267,TRAILING WHEELSET HVP A/B/C (ROT),4,29/01/2017,848.26,156806
221104,60454,M66040217,TRAILING WHEELSET HVP A/B/C (ROT),4,25/06/2017,840.2,143522
221106,60356,B4568.79,TRAILING WHEELSET HVP A/B/C (ROT),1,21/08/2017,852.03,256209
221135,60385,B7650.69,TRAILING WHEELSET HVP A/B/C (ROT),4,12/08/2016,812.41,#N/A
221115,60465,M66040052,TRAILING WHEELSET HVP A/B/C (ROT),1,07/04/2017,860.38,165125
